Cell.Line,Cell.ID,Lot.Number,Treatment Start Date,Treatment,Time.Point,Replicate,Sub.experiment,Batch,Filename,WG.Plate,factor1,factor2,Iso.Order,Iso.Row,Iso.Col,RNAYield(ug),Label.Order,Label.Row,Label.Col,Sample
HDFn,C,#1206197,11-07-2017,Control,48,1,3,13,GSS2375_WellData_p3.txt,3,Control.48.HDFn,Control.48.C,33,A,5,,66,B,9,Control_48_C_1
HDFn,C,#1206197,11-07-2017,TGFb,3,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.3.HDFn,TGFb.3.C,37,E,5,,17,A,3,TGFb_3_C_1
HDFn,C,#1206197,11-07-2017,Control,3,1,3,13,GSS2375_WellData_p3.txt,3,Control.3.HDFn,Control.3.C,38,F,5,,31,G,4,Control_3_C_1
HDFn,C,#1206197,11-07-2017,TGFb,12,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.12.HDFn,TGFb.12.C,40,H,5,,19,C,3,TGFb_12_C_1
HDFn,C,#1206197,11-07-2017,Control,12,1,3,13,GSS2375_WellData_p3.txt,3,Control.12.HDFn,Control.12.C,43,C,6,,69,E,9,Control_12_C_1
HDFn,C,#1206197,11-07-2017,TGFb,8,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.8.HDFn,TGFb.8.C,44,D,6,,54,F,7,TGFb_8_C_1
HDFn,C,#1206197,11-07-2017,Control,96,1,3,13,GSS2375_WellData_p3.txt,3,Control.96.HDFn,Control.96.C,45,E,6,,43,C,6,Control_96_C_1
HDFn,C,#1206197,11-07-2017,Control,0.5,1,3,13,GSS2375_WellData_p3.txt,3,Control.0.5.HDFn,Control.0.5.C,47,G,6,,57,A,8,Control_0.5_C_1
HDFn,C,#1206197,11-07-2017,Control,24,1,3,13,GSS2375_WellData_p3.txt,3,Control.24.HDFn,Control.24.C,50,B,7,,37,E,5,Control_24_C_1
HDFn,C,#1206197,11-07-2017,Control,2,1,3,13,GSS2375_WellData_p3.txt,3,Control.2.HDFn,Control.2.C,51,C,7,,8,H,1,Control_2_C_1
HDFn,C,#1206197,11-07-2017,TGFb,4,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.4.HDFn,TGFb.4.C,58,B,8,,9,A,2,TGFb_4_C_1
HDFn,C,#1206197,11-07-2017,Control,4,1,3,13,GSS2375_WellData_p3.txt,3,Control.4.HDFn,Control.4.C,59,C,8,,63,G,8,Control_4_C_1
HDFn,C,#1206197,11-07-2017,TGFb,72,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.72.HDFn,TGFb.72.C,62,F,8,,44,D,6,TGFb_72_C_1
HDFn,C,#1206197,11-07-2017,TGFb,2,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.2.HDFn,TGFb.2.C,63,G,8,,45,E,6,TGFb_2_C_1
HDFn,C,#1206197,11-07-2017,Baseline,0,1,3,13,GSS2375_WellData_p3.txt,3,Baseline.0.HDFn,Baseline.0.C,64,H,8,,65,A,9,Baseline_0_C_1
HDFn,C,#1206197,11-07-2017,Baseline,96,1,3,13,GSS2375_WellData_p3.txt,3,Baseline.96.HDFn,Baseline.96.C,65,A,9,,13,E,2,Baseline_96_C_1
HDFn,C,#1206197,11-07-2017,TGFb,96,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.96.HDFn,TGFb.96.C,69,E,9,,36,D,5,TGFb_96_C_1
SEN,F,#1206197,11-07-2017,Control,24,1,3,13,GSS2375_WellData_p3.txt,3,Control.24.SEN,Control.24.F,1,A,1,,33,A,5,Control_24_F_1
SEN,F,#1206197,11-07-2017,Baseline,0,1,3,13,GSS2375_WellData_p3.txt,3,Baseline.0.SEN,Baseline.0.F,6,F,1,,6,F,1,Baseline_0_F_1
SEN,F,#1206197,11-07-2017,TGFb,96,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.96.SEN,TGFb.96.F,8,H,1,,34,B,5,TGFb_96_F_1
SEN,F,#1206197,11-07-2017,Baseline,96,1,3,13,GSS2375_WellData_p3.txt,3,Baseline.96.SEN,Baseline.96.F,11,C,2,,50,B,7,Baseline_96_F_1
SEN,F,#1206197,11-07-2017,TGFb,0.5,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.0.5.SEN,TGFb.0.5.F,15,G,2,,71,G,9,TGFb_0.5_F_1
SEN,F,#1206197,11-07-2017,TGFb,48,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.48.SEN,TGFb.48.F,17,A,3,,18,B,3,TGFb_48_F_1
SEN,F,#1206197,11-07-2017,TGFb,2,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.2.SEN,TGFb.2.F,18,B,3,,46,F,6,TGFb_2_F_1
SEN,F,#1206197,11-07-2017,Control,8,1,3,13,GSS2375_WellData_p3.txt,3,Control.8.SEN,Control.8.F,21,E,3,,11,C,2,Control_8_F_1
SEN,F,#1206197,11-07-2017,TGFb,3,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.3.SEN,TGFb.3.F,22,F,3,,62,F,8,TGFb_3_F_1
SEN,F,#1206197,11-07-2017,Control,72,1,3,13,GSS2375_WellData_p3.txt,3,Control.72.SEN,Control.72.F,23,G,3,,10,B,2,Control_72_F_1
SEN,F,#1206197,11-07-2017,TGFb,4,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.4.SEN,TGFb.4.F,25,A,4,,27,C,4,TGFb_4_F_1
SEN,F,#1206197,11-07-2017,Control,0.5,1,3,13,GSS2375_WellData_p3.txt,3,Control.0.5.SEN,Control.0.5.F,30,F,4,,52,D,7,Control_0.5_F_1
SEN,F,#1206197,11-07-2017,Control,3,1,3,13,GSS2375_WellData_p3.txt,3,Control.3.SEN,Control.3.F,31,G,4,,72,H,9,Control_3_F_1
SEN,F,#1206197,11-07-2017,TGFb,8,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.8.SEN,TGFb.8.F,32,H,4,,7,G,1,TGFb_8_F_1
SEN,F,#1206197,11-07-2017,Control,4,1,3,13,GSS2375_WellData_p3.txt,3,Control.4.SEN,Control.4.F,34,B,5,,48,H,6,Control_4_F_1
SEN,F,#1206197,11-07-2017,TGFb,12,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.12.SEN,TGFb.12.F,35,C,5,,70,F,9,TGFb_12_F_1
SEN,F,#1206197,11-07-2017,Control,2,1,3,13,GSS2375_WellData_p3.txt,3,Control.2.SEN,Control.2.F,36,D,5,,64,H,8,Control_2_F_1
SEN,F,#1206197,11-07-2017,TGFb,24,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.24.SEN,TGFb.24.F,48,H,6,,3,C,1,TGFb_24_F_1
SEN,F,#1206197,11-07-2017,TGFb,72,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.72.SEN,TGFb.72.F,52,D,7,,12,D,2,TGFb_72_F_1
SEN,F,#1206197,11-07-2017,Control,96,1,3,13,GSS2375_WellData_p3.txt,3,Control.96.SEN,Control.96.F,55,G,7,,28,D,4,Control_96_F_1
SEN,F,#1206197,11-07-2017,Control,48,1,3,13,GSS2375_WellData_p3.txt,3,Control.48.SEN,Control.48.F,56,H,7,,51,C,7,Control_48_F_1
SEN,F,#1206197,11-07-2017,Control,12,1,3,13,GSS2375_WellData_p3.txt,3,Control.12.SEN,Control.12.F,61,E,8,,39,G,5,Control_12_F_1
SEN,F,#1206197,11-07-2017,Control,1,1,3,13,GSS2375_WellData_p3.txt,3,Control.1.SEN,Control.1.F,70,F,9,,42,B,6,Control_1_F_1
SEN,F,#1206197,11-07-2017,TGFb,1,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.1.SEN,TGFb.1.F,72,H,9,,40,H,5,TGFb_1_F_1
Adult,I,#200910-901,27-06-2017,Control,1,1,3,13,GSS2375_WellData_p3.txt,3,Control.1.Adult,Control.1.I,2,B,1,,56,H,7,Control_1_I_1
Adult,I,#200910-901,27-06-2017,TGFb,4,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.4.Adult,TGFb.4.I,3,C,1,,55,G,7,TGFb_4_I_1
Adult,I,#200910-901,27-06-2017,Control,0.5,1,3,13,GSS2375_WellData_p3.txt,3,Control.0.5.Adult,Control.0.5.I,4,D,1,,49,A,7,Control_0.5_I_1
Adult,I,#200910-901,27-06-2017,Control,96,1,3,13,GSS2375_WellData_p3.txt,3,Control.96.Adult,Control.96.I,5,E,1,,21,E,3,Control_96_I_1
Adult,I,#200910-901,27-06-2017,Control,8,1,3,13,GSS2375_WellData_p3.txt,3,Control.8.Adult,Control.8.I,7,G,1,,68,D,9,Control_8_I_1
Adult,I,#200910-901,27-06-2017,TGFb,1,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.1.Adult,TGFb.1.I,9,A,2,,53,E,7,TGFb_1_I_1
Adult,I,#200910-901,27-06-2017,TGFb,3,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.3.Adult,TGFb.3.I,10,B,2,,14,F,2,TGFb_3_I_1
Adult,I,#200910-901,27-06-2017,TGFb,96,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.96.Adult,TGFb.96.I,14,F,2,,22,F,3,TGFb_96_I_1
Adult,I,#200910-901,27-06-2017,TGFb,48,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.48.Adult,TGFb.48.I,16,H,2,,5,E,1,TGFb_48_I_1
Adult,I,#200910-901,27-06-2017,Control,4,1,3,13,GSS2375_WellData_p3.txt,3,Control.4.Adult,Control.4.I,24,H,3,,2,B,1,Control_4_I_1
Adult,I,#200910-901,27-06-2017,TGFb,12,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.12.Adult,TGFb.12.I,29,E,4,,59,C,8,TGFb_12_I_1
Adult,I,#200910-901,27-06-2017,TGFb,8,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.8.Adult,TGFb.8.I,39,G,5,,1,A,1,TGFb_8_I_1
Adult,I,#200910-901,27-06-2017,Control,24,1,3,13,GSS2375_WellData_p3.txt,3,Control.24.Adult,Control.24.I,41,A,6,,60,D,8,Control_24_I_1
Adult,I,#200910-901,27-06-2017,TGFb,2,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.2.Adult,TGFb.2.I,42,B,6,,4,D,1,TGFb_2_I_1
Adult,I,#200910-901,27-06-2017,Baseline,0,1,3,13,GSS2375_WellData_p3.txt,3,Baseline.0.Adult,Baseline.0.I,46,F,6,,26,B,4,Baseline_0_I_1
Adult,I,#200910-901,27-06-2017,Control,48,1,3,13,GSS2375_WellData_p3.txt,3,Control.48.Adult,Control.48.I,49,A,7,,35,C,5,Control_48_I_1
Adult,I,#200910-901,27-06-2017,Control,12,1,3,13,GSS2375_WellData_p3.txt,3,Control.12.Adult,Control.12.I,53,E,7,,24,H,3,Control_12_I_1
Adult,I,#200910-901,27-06-2017,TGFb,72,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.72.Adult,TGFb.72.I,54,F,7,,29,E,4,TGFb_72_I_1
Adult,I,#200910-901,27-06-2017,Control,2,1,3,13,GSS2375_WellData_p3.txt,3,Control.2.Adult,Control.2.I,57,A,8,,41,A,6,Control_2_I_1
Adult,I,#200910-901,27-06-2017,Control,3,1,3,13,GSS2375_WellData_p3.txt,3,Control.3.Adult,Control.3.I,60,D,8,,30,F,4,Control_3_I_1
Adult,I,#200910-901,27-06-2017,Control,72,1,3,13,GSS2375_WellData_p3.txt,3,Control.72.Adult,Control.72.I,66,B,9,,25,A,4,Control_72_I_1
Adult,I,#200910-901,27-06-2017,TGFb,24,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.24.Adult,TGFb.24.I,67,C,9,,61,E,8,TGFb_24_I_1
Adult,I,#200910-901,27-06-2017,TGFb,0.5,1,3,13,GSS2375_WellData_p3.txt,3,TGFb.0.5.Adult,TGFb.0.5.I,68,D,9,,20,D,3,TGFb_0.5_I_1
Adult,I,#200910-901,27-06-2017,Baseline,96,1,3,13,GSS2375_WellData_p3.txt,3,Baseline.96.Adult,Baseline.96.I,71,G,9,,47,G,6,Baseline_96_I_1
HDFn,C,#1206197,11-07-2017,Control,96,2,3,14,GSS2375_WellData_p4.txt,4,Control.96.HDFn,Control.96.C,1,A,1,,69,E,9,Control_96_C_2
HDFn,C,#1206197,11-07-2017,Control,72,2,3,14,GSS2375_WellData_p4.txt,4,Control.72.HDFn,Control.72.C,3,C,1,,41,A,6,Control_72_C_2
HDFn,C,#1206197,11-07-2017,TGFb,12,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.12.HDFn,TGFb.12.C,4,D,1,,71,G,9,TGFb_12_C_2
HDFn,C,#1206197,11-07-2017,Control,12,2,3,14,GSS2375_WellData_p4.txt,4,Control.12.HDFn,Control.12.C,8,H,1,,55,G,7,Control_12_C_2
HDFn,C,#1206197,11-07-2017,TGFb,0.5,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.0.5.HDFn,TGFb.0.5.C,12,D,2,,29,E,4,TGFb_0.5_C_2
HDFn,C,#1206197,11-07-2017,Control,3,2,3,14,GSS2375_WellData_p4.txt,4,Control.3.HDFn,Control.3.C,18,B,3,,51,C,7,Control_3_C_2
HDFn,C,#1206197,11-07-2017,TGFb,24,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.24.HDFn,TGFb.24.C,19,C,3,,56,H,7,TGFb_24_C_2
HDFn,C,#1206197,11-07-2017,Control,4,2,3,14,GSS2375_WellData_p4.txt,4,Control.4.HDFn,Control.4.C,25,A,4,,50,B,7,Control_4_C_2
HDFn,C,#1206197,11-07-2017,TGFb,96,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.96.HDFn,TGFb.96.C,27,C,4,,45,E,6,TGFb_96_C_2
HDFn,C,#1206197,11-07-2017,TGFb,72,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.72.HDFn,TGFb.72.C,28,D,4,,3,C,1,TGFb_72_C_2
HDFn,C,#1206197,11-07-2017,TGFb,1,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.1.HDFn,TGFb.1.C,30,F,4,,49,A,7,TGFb_1_C_2
HDFn,C,#1206197,11-07-2017,TGFb,4,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.4.HDFn,TGFb.4.C,33,A,5,,48,H,6,TGFb_4_C_2
HDFn,C,#1206197,11-07-2017,Control,24,2,3,14,GSS2375_WellData_p4.txt,4,Control.24.HDFn,Control.24.C,36,D,5,,70,F,9,Control_24_C_2
HDFn,C,#1206197,11-07-2017,Baseline,96,2,3,14,GSS2375_WellData_p4.txt,4,Baseline.96.HDFn,Baseline.96.C,37,E,5,,22,F,3,Baseline_96_C_2
HDFn,C,#1206197,11-07-2017,TGFb,48,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.48.HDFn,TGFb.48.C,41,A,6,,36,D,5,TGFb_48_C_2
HDFn,C,#1206197,11-07-2017,TGFb,2,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.2.HDFn,TGFb.2.C,43,C,6,,34,B,5,TGFb_2_C_2
HDFn,C,#1206197,11-07-2017,Control,2,2,3,14,GSS2375_WellData_p4.txt,4,Control.2.HDFn,Control.2.C,47,G,6,,60,D,8,Control_2_C_2
HDFn,C,#1206197,11-07-2017,Control,8,2,3,14,GSS2375_WellData_p4.txt,4,Control.8.HDFn,Control.8.C,48,H,6,,28,D,4,Control_8_C_2
HDFn,C,#1206197,11-07-2017,Baseline,0,2,3,14,GSS2375_WellData_p4.txt,4,Baseline.0.HDFn,Baseline.0.C,54,F,7,,38,F,5,Baseline_0_C_2
HDFn,C,#1206197,11-07-2017,TGFb,3,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.3.HDFn,TGFb.3.C,59,C,8,,61,E,8,TGFb_3_C_2
HDFn,C,#1206197,11-07-2017,Control,0.5,2,3,14,GSS2375_WellData_p4.txt,4,Control.0.5.HDFn,Control.0.5.C,61,E,8,,32,H,4,Control_0.5_C_2
HDFn,C,#1206197,11-07-2017,Control,48,2,3,14,GSS2375_WellData_p4.txt,4,Control.48.HDFn,Control.48.C,64,H,8,,46,F,6,Control_48_C_2
HDFn,C,#1206197,11-07-2017,Control,1,2,3,14,GSS2375_WellData_p4.txt,4,Control.1.HDFn,Control.1.C,70,F,9,,5,E,1,Control_1_C_2
HDFn,C,#1206197,11-07-2017,TGFb,8,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.8.HDFn,TGFb.8.C,72,H,9,,43,C,6,TGFb_8_C_2
SEN,F,#1206197,11-07-2017,TGFb,12,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.12.SEN,TGFb.12.F,2,B,1,,9,A,2,TGFb_12_F_2
SEN,F,#1206197,11-07-2017,TGFb,8,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.8.SEN,TGFb.8.F,9,A,2,,68,D,9,TGFb_8_F_2
SEN,F,#1206197,11-07-2017,Control,1,2,3,14,GSS2375_WellData_p4.txt,4,Control.1.SEN,Control.1.F,11,C,2,,17,A,3,Control_1_F_2
SEN,F,#1206197,11-07-2017,Control,24,2,3,14,GSS2375_WellData_p4.txt,4,Control.24.SEN,Control.24.F,15,G,2,,10,B,2,Control_24_F_2
SEN,F,#1206197,11-07-2017,Baseline,0,2,3,14,GSS2375_WellData_p4.txt,4,Baseline.0.SEN,Baseline.0.F,16,H,2,,47,G,6,Baseline_0_F_2
SEN,F,#1206197,11-07-2017,TGFb,1,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.1.SEN,TGFb.1.F,21,E,3,,12,D,2,TGFb_1_F_2
SEN,F,#1206197,11-07-2017,Control,96,2,3,14,GSS2375_WellData_p4.txt,4,Control.96.SEN,Control.96.F,24,H,3,,16,H,2,Control_96_F_2
SEN,F,#1206197,11-07-2017,Control,4,2,3,14,GSS2375_WellData_p4.txt,4,Control.4.SEN,Control.4.F,29,E,4,,59,C,8,Control_4_F_2
SEN,F,#1206197,11-07-2017,Control,72,2,3,14,GSS2375_WellData_p4.txt,4,Control.72.SEN,Control.72.F,34,B,5,,40,H,5,Control_72_F_2
SEN,F,#1206197,11-07-2017,Control,3,2,3,14,GSS2375_WellData_p4.txt,4,Control.3.SEN,Control.3.F,35,C,5,,39,G,5,Control_3_F_2
SEN,F,#1206197,11-07-2017,Baseline,96,2,3,14,GSS2375_WellData_p4.txt,4,Baseline.96.SEN,Baseline.96.F,42,B,6,,72,H,9,Baseline_96_F_2
SEN,F,#1206197,11-07-2017,Control,12,2,3,14,GSS2375_WellData_p4.txt,4,Control.12.SEN,Control.12.F,44,D,6,,11,C,2,Control_12_F_2
SEN,F,#1206197,11-07-2017,TGFb,24,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.24.SEN,TGFb.24.F,49,A,7,,54,F,7,TGFb_24_F_2
SEN,F,#1206197,11-07-2017,TGFb,4,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.4.SEN,TGFb.4.F,50,B,7,,2,B,1,TGFb_4_F_2
SEN,F,#1206197,11-07-2017,Control,2,2,3,14,GSS2375_WellData_p4.txt,4,Control.2.SEN,Control.2.F,51,C,7,,53,E,7,Control_2_F_2
SEN,F,#1206197,11-07-2017,TGFb,0.5,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.0.5.SEN,TGFb.0.5.F,52,D,7,,24,H,3,TGFb_0.5_F_2
SEN,F,#1206197,11-07-2017,TGFb,2,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.2.SEN,TGFb.2.F,55,G,7,,25,A,4,TGFb_2_F_2
SEN,F,#1206197,11-07-2017,Control,8,2,3,14,GSS2375_WellData_p4.txt,4,Control.8.SEN,Control.8.F,56,H,7,,1,A,1,Control_8_F_2
SEN,F,#1206197,11-07-2017,TGFb,72,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.72.SEN,TGFb.72.F,58,B,8,,67,C,9,TGFb_72_F_2
SEN,F,#1206197,11-07-2017,TGFb,48,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.48.SEN,TGFb.48.F,62,F,8,,31,G,4,TGFb_48_F_2
SEN,F,#1206197,11-07-2017,Control,48,2,3,14,GSS2375_WellData_p4.txt,4,Control.48.SEN,Control.48.F,63,G,8,,6,F,1,Control_48_F_2
SEN,F,#1206197,11-07-2017,TGFb,96,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.96.SEN,TGFb.96.F,66,B,9,,62,F,8,TGFb_96_F_2
SEN,F,#1206197,11-07-2017,TGFb,3,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.3.SEN,TGFb.3.F,69,E,9,,19,C,3,TGFb_3_F_2
SEN,F,#1206197,11-07-2017,Control,0.5,2,3,14,GSS2375_WellData_p4.txt,4,Control.0.5.SEN,Control.0.5.F,71,G,9,,66,B,9,Control_0.5_F_2
Adult,I,#200910-901,27-06-2017,Control,2,2,3,14,GSS2375_WellData_p4.txt,4,Control.2.Adult,Control.2.I,5,E,1,,27,C,4,Control_2_I_2
Adult,I,#200910-901,27-06-2017,TGFb,1,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.1.Adult,TGFb.1.I,6,F,1,,23,G,3,TGFb_1_I_2
Adult,I,#200910-901,27-06-2017,TGFb,24,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.24.Adult,TGFb.24.I,7,G,1,,18,B,3,TGFb_24_I_2
Adult,I,#200910-901,27-06-2017,Control,48,2,3,14,GSS2375_WellData_p4.txt,4,Control.48.Adult,Control.48.I,10,B,2,,4,D,1,Control_48_I_2
Adult,I,#200910-901,27-06-2017,Control,4,2,3,14,GSS2375_WellData_p4.txt,4,Control.4.Adult,Control.4.I,13,E,2,,21,E,3,Control_4_I_2
Adult,I,#200910-901,27-06-2017,TGFb,0.5,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.0.5.Adult,TGFb.0.5.I,14,F,2,,30,F,4,TGFb_0.5_I_2
Adult,I,#200910-901,27-06-2017,TGFb,12,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.12.Adult,TGFb.12.I,17,A,3,,26,B,4,TGFb_12_I_2
Adult,I,#200910-901,27-06-2017,Control,24,2,3,14,GSS2375_WellData_p4.txt,4,Control.24.Adult,Control.24.I,20,D,3,,65,A,9,Control_24_I_2
Adult,I,#200910-901,27-06-2017,Control,3,2,3,14,GSS2375_WellData_p4.txt,4,Control.3.Adult,Control.3.I,22,F,3,,58,B,8,Control_3_I_2
Adult,I,#200910-901,27-06-2017,Control,0.5,2,3,14,GSS2375_WellData_p4.txt,4,Control.0.5.Adult,Control.0.5.I,23,G,3,,35,C,5,Control_0.5_I_2
Adult,I,#200910-901,27-06-2017,TGFb,72,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.72.Adult,TGFb.72.I,26,B,4,,8,H,1,TGFb_72_I_2
Adult,I,#200910-901,27-06-2017,Control,1,2,3,14,GSS2375_WellData_p4.txt,4,Control.1.Adult,Control.1.I,31,G,4,,14,F,2,Control_1_I_2
Adult,I,#200910-901,27-06-2017,TGFb,96,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.96.Adult,TGFb.96.I,32,H,4,,52,D,7,TGFb_96_I_2
Adult,I,#200910-901,27-06-2017,Control,72,2,3,14,GSS2375_WellData_p4.txt,4,Control.72.Adult,Control.72.I,38,F,5,,42,B,6,Control_72_I_2
Adult,I,#200910-901,27-06-2017,TGFb,2,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.2.Adult,TGFb.2.I,39,G,5,,15,G,2,TGFb_2_I_2
Adult,I,#200910-901,27-06-2017,Baseline,0,2,3,14,GSS2375_WellData_p4.txt,4,Baseline.0.Adult,Baseline.0.I,40,H,5,,57,A,8,Baseline_0_I_2
Adult,I,#200910-901,27-06-2017,TGFb,8,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.8.Adult,TGFb.8.I,45,E,6,,20,D,3,TGFb_8_I_2
Adult,I,#200910-901,27-06-2017,Control,8,2,3,14,GSS2375_WellData_p4.txt,4,Control.8.Adult,Control.8.I,46,F,6,,64,H,8,Control_8_I_2
Adult,I,#200910-901,27-06-2017,TGFb,4,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.4.Adult,TGFb.4.I,53,E,7,,13,E,2,TGFb_4_I_2
Adult,I,#200910-901,27-06-2017,Control,96,2,3,14,GSS2375_WellData_p4.txt,4,Control.96.Adult,Control.96.I,57,A,8,,63,G,8,Control_96_I_2
Adult,I,#200910-901,27-06-2017,TGFb,3,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.3.Adult,TGFb.3.I,60,D,8,,37,E,5,TGFb_3_I_2
Adult,I,#200910-901,27-06-2017,TGFb,48,2,3,14,GSS2375_WellData_p4.txt,4,TGFb.48.Adult,TGFb.48.I,65,A,9,,44,D,6,TGFb_48_I_2
Adult,I,#200910-901,27-06-2017,Control,12,2,3,14,GSS2375_WellData_p4.txt,4,Control.12.Adult,Control.12.I,67,C,9,,7,G,1,Control_12_I_2
Adult,I,#200910-901,27-06-2017,Baseline,96,2,3,14,GSS2375_WellData_p4.txt,4,Baseline.96.Adult,Baseline.96.I,68,D,9,,33,A,5,Baseline_96_I_2
HDFn,B,#1366356,20-06-2017,TGFb,4,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.4.HDFn,TGFb.4.B,4,D,1,,71,G,9,TGFb_4_B_2
HDFn,B,#1366356,20-06-2017,Control,96,2,2,8,GSS2375_WellData_p5.txt,5,Control.96.HDFn,Control.96.B,6,F,1,,14,F,2,Control_96_B_2
HDFn,B,#1366356,20-06-2017,TGFb,3,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.3.HDFn,TGFb.3.B,8,H,1,,37,E,5,TGFb_3_B_2
HDFn,B,#1366356,20-06-2017,TGFb,12,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.12.HDFn,TGFb.12.B,11,C,2,,38,F,5,TGFb_12_B_2
HDFn,B,#1366356,20-06-2017,TGFb,72,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.72.HDFn,TGFb.72.B,13,E,2,,17,A,3,TGFb_72_B_2
HDFn,B,#1366356,20-06-2017,Control,48,2,2,8,GSS2375_WellData_p5.txt,5,Control.48.HDFn,Control.48.B,14,F,2,,13,E,2,Control_48_B_2
HDFn,B,#1366356,20-06-2017,Control,4,2,2,8,GSS2375_WellData_p5.txt,5,Control.4.HDFn,Control.4.B,16,H,2,,66,B,9,Control_4_B_2
HDFn,B,#1366356,20-06-2017,Control,24,2,2,8,GSS2375_WellData_p5.txt,5,Control.24.HDFn,Control.24.B,19,C,3,,67,C,9,Control_24_B_2
HDFn,B,#1366356,20-06-2017,Control,72,2,2,8,GSS2375_WellData_p5.txt,5,Control.72.HDFn,Control.72.B,20,D,3,,40,H,5,Control_72_B_2
HDFn,B,#1366356,20-06-2017,TGFb,2,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.2.HDFn,TGFb.2.B,25,A,4,,30,F,4,TGFb_2_B_2
HDFn,B,#1366356,20-06-2017,TGFb,0.5,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.0.5.HDFn,TGFb.0.5.B,28,D,4,,11,C,2,TGFb_0.5_B_2
HDFn,B,#1366356,20-06-2017,Control,3,2,2,8,GSS2375_WellData_p5.txt,5,Control.3.HDFn,Control.3.B,30,F,4,,59,C,8,Control_3_B_2
HDFn,B,#1366356,20-06-2017,TGFb,24,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.24.HDFn,TGFb.24.B,33,A,5,,21,E,3,TGFb_24_B_2
HDFn,B,#1366356,20-06-2017,TGFb,1,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.1.HDFn,TGFb.1.B,35,C,5,,10,B,2,TGFb_1_B_2
HDFn,B,#1366356,20-06-2017,Control,1,2,2,8,GSS2375_WellData_p5.txt,5,Control.1.HDFn,Control.1.B,37,E,5,,1,A,1,Control_1_B_2
